ID;Revier (Nummer);Stamm-Standortformengruppe;Feinbodenform (Kürzel);Feinbodenform;Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005) (Kürzel);Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005);Art der Feinbodenform;natürliche Grund-/ Stauwasserstufe;Feinheiten der Körnung im Oberboden;Feinheiten der Körnung im übrigen Profil;Kalktiefe [m];Mächtigkeit der organischen Auflage [cm];Mächtigkeit des Ah-Horizontes [cm];Flächengröße [ha]
761;004043;M2;HdSB6;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;1,68621913
861;004043;M1;HbS5;Hobrechtsfelder Rieselschubsand;-;-;-; ; ; ; ; ; ;4,06342424
863;004043;M2;HeSB6;Hermsdorfer Sand-Braunerde;rGG-YK: s;Reliktgley-Kolluvisol aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45/56</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+almfS</a>";ca 0,4...0,8m;<=10cm; ;0,22962173
864;004043;K2;BeS;Bergsdorfer Sand-Braunerde;lBB: s//es;Lessivierte Braunerde aus Sand über tiefem Carbonatsand (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 0,8...1,6m; ; ;8,67238683
427;003035;M2;SuSU6;Summter Sand-Graugley;rGG: s;Reliktgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;0,83081569
429;003035;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,04115204
657;003039;Z1;MuSBS;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;3,48766956
1038;001015;M2;SnS;Sauener Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";>3m oder frei; ; ;2,67153143
1040;001015;M2;CpS;Caputher Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;4,95797132
1041;001015;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,82800753
1104;001016;OR3;M.RC;Moor, reich, karbonathaltig;HN: Hn;Niedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;1,00714584
984;001016;M2;FtS6;Finowtaler Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;29,35211166
1007;001016;M1;LhG5;Lindhorster Sand-Reliktgley;g.rGG: s;Vergleyter Reliktgley aus Sand;-; ; ; ; ; ; ;4,66803176
1009;001016;R2;SüS;Salzmündener Kalkklocksand-Kolluvialerde;g.rGGh: es;Vergleyter reliktischer Humusgley aus Carbonatsand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">lS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">lS</a>";oberhalb 0,4m; ; ;1,15218725
1071;001016;NK2;NaSG4;Nassenheider Sand-Humusgley;GG-rGGh: s;Reliktischer Gley-Humusgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">24,34</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>"; ;<=10cm;>20 und mäßig humos;1,36818941
1021;001014;M2;FtS6;Finowtaler Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;23,0081439
1088;004047;M2;LwS/L;Lienewitzer Sand-Braunerde, lehmunterlagert;BB: s//l;Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,83857623
1089;004047;K2;Son i K2;Sonderstandort - Wechselfeuchte Lehmaufschüttungen;-;-;-; ; ; ; ; ; ;1,34578784
1389;004047;K2;SwtL;Schwarzheider Tieflehm-Fahlerde;BB-LF: s/el;Braunerde-Fahlerde aus Sand über Carbonatlehm (3-7 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">al+lS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">L</a>";ca 0,8...1,6m; ; ;3,02619658
1391;004047;M2;CpS;Caputher Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;5,48990635
1393;002027;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,48897617
1394;002027;Z2;SA(MZ)6;Überführungskartierung aus SOK 1952;-;-;-; ; ; ; ; ; ;2,60406636
985;001016;M2;FtS6;Finowtaler Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;6,14928869
1127;001015;M2;SnS;Sauener Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";>3m oder frei; ; ;5,57888569
1073;003035;K1;HtSB/L5;Hüttermühler Gley-Braunderde;g.rGG-BB: s//l;Vergleyte Reliktgley-Braunerde aus Sand über tiefem Lehm (7-12 dm);halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;3,24442301
1074;003035;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,62240354
1076;003035;K1;HtSB/L5;Hüttermühler Gley-Braunderde;g.rGG-BB: s//l;Vergleyte Reliktgley-Braunerde aus Sand über tiefem Lehm (7-12 dm);halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;1,80113681
1186;003034;M2;SA(M);Überführungskartierung aus SOK 1952;-;-;-; ; ; ; ; ; ;1,89378952
1090;004047;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;1,17728167
1163;004045;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,44932862
1165;004045;NM2;KrSG4;Kreuzbrucher Sand-Humusgley;GG-rGGh: s;Reliktischer Gley-Humusgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">24,34</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>"; ;<=10cm;>20 und mäßig humos;0,42865848
1166;004045;NM2;KrSG4;Kreuzbrucher Sand-Humusgley;GG-rGGh: s;Reliktischer Gley-Humusgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">24,34</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>"; ;<=10cm;>20 und mäßig humos;1,42066173
1254;004041;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;1,23540582
1255;004041;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;7,03910964
1128;001015;M2;SeS;Schwenower Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;3,46820922
1129;001015;M2;SeS;Schwenower Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;1,63718249
897;003032;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;10,63133598
898;003032;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,13654214
1187;003034;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,18406389
1188;003034;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,07694828
